show_id,title,type,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s177,Show 177,Movie,Director 2554,"Actor 100, Actor 2131",United Kingdom,11-Jul-2021,1953,TV-PG,165 min,Stand-Up Comedy,This is the description for Show 177.
s178,Show 178,TV Show,Director 166,"Actor 388, Actor 2123",Spain,13-Jul-2020,1940,Unrated,9 Seasons,Horror Movies,This is the description for Show 178.
s179,Show 179,TV Show,Director 3787,"Actor 893, Actor 2998",Germany,6-Apr-2021,1941,TV-NR,4 Seasons,"Dramas, Independent Movies",This is the description for Show 179.
s180,Show 180,TV Show,Director 3104,"Actor 867, Actor 3207",Spain,1-Nov-2021,1984,NC-17,7 Seasons,"Dramas, Independent Movies",This is the description for Show 180.
s181,Show 181,Movie,Director 3694,"Actor 1569, Actor 2026",United States,18-Dec-2021,1950,Unrated,10 Seasons,"Dramas, Independent Movies",This is the description for Show 181.
s182,Show 182,Movie,Director 1267,"Actor 1747, Actor 2948",Brazil,8-Feb-2020,1992,TV-Y7-FV,170 min,Horror Movies,This is the description for Show 182.
s183,Show 183,TV Show,Director 3168,"Actor 683, Actor 2241",United Kingdom,12-May-2020,1951,Unrated,138 min,"Comedies, Dramas",This is the description for Show 183.
s184,Show 184,TV Show,Director 2628,"Actor 1705, Actor 3679",India,21-Feb-2021,1971,TV-PG,1 Seasons,Thrillers,This is the description for Show 184.
s185,Show 185,TV Show,Director 112,"Actor 427, Actor 3835",United Kingdom,27-Aug-2020,1934,NC-17,87 min,"Comedies, Dramas",This is the description for Show 185.
s186,Show 186,TV Show,Director 4135,"Actor 1008, Actor 3430",Canada,14-Oct-2021,1927,TV-M,98 min,"Dramas, International Movies",This is the description for Show 186.
s187,Show 187,Movie,Director 2091,"Actor 1534, Actor 2891",India,11-Jan-2020,1991,TV-NR,121 min,"Dramas, International Movies",This is the description for Show 187.
s188,Show 188,TV Show,Director 2041,"Actor 1147, Actor 2218",India,21-Feb-2021,1985,PG,161 min,Horror Movies,This is the description for Show 188.
s189,Show 189,Movie,Director 141,"Actor 83, Actor 2435",South Korea,2-Apr-2020,1982,PG,8 Seasons,Horror Movies,This is the description for Show 189.
s190,Show 190,TV Show,Director 1144,"Actor 1687, Actor 2230",Brazil,10-Jun-2021,1957,NR,2 Seasons,"Dramas, Independent Movies",This is the description for Show 190.
s191,Show 191,Movie,Director 3326,"Actor 804, Actor 3714",United Kingdom,18-Jul-2020,1970,Unrated,4 Seasons,"Dramas, International Movies",This is the description for Show 191.
s192,Show 192,Movie,Director 3552,"Actor 239, Actor 3755",France,2-May-2020,2017,TV-18,99 min,Documentaries,This is the description for Show 192.
s193,Show 193,TV Show,Director 3664,"Actor 743, Actor 3303",Spain,14-Mar-2021,1965,PG-13,110 min,Thrillers,This is the description for Show 193.
s194,Show 194,Movie,Director 3676,"Actor 97, Actor 2011",Canada,6-May-2020,1971,PG,105 min,"Dramas, International Movies",This is the description for Show 194.
s195,Show 195,TV Show,Director 3870,"Actor 596, Actor 2599",Canada,9-Aug-2021,1999,NR,5 Seasons,"Comedies, Dramas",This is the description for Show 195.
s196,Show 196,TV Show,Director 743,"Actor 140, Actor 3502",Germany,24-Aug-2020,1948,PG-13,4 Seasons,Documentaries,This is the description for Show 196.
s197,Show 197,Movie,Director 1243,"Actor 884, Actor 3353",South Korea,5-Jun-2021,1940,TV-Y7-FV,6 Seasons,Action & Adventure,This is the description for Show 197.
s198,Show 198,TV Show,Director 1138,"Actor 1833, Actor 2755",India,2-May-2020,1958,TV-14,4 Seasons,"Dramas, Independent Movies",This is the description for Show 198.
s199,Show 199,TV Show,Director 3324,"Actor 75, Actor 3613",United States,4-Nov-2021,1940,PG,132 min,Children & Family Movies,This is the description for Show 199.
s200,Show 200,TV Show,Director 924,"Actor 377, Actor 2067",South Korea,13-Apr-2021,2011,TV-Y7-FV,111 min,"Comedies, Dramas",This is the description for Show 200.
s201,Show 201,TV Show,Director 1306,"Actor 836, Actor 2664",Canada,15-Oct-2020,1978,NR,91 min,"Dramas, International Movies",This is the description for Show 201.
s202,Show 202,TV Show,Director 2045,"Actor 1213, Actor 3395",Brazil,18-May-2020,1973,TV-Y,10 Seasons,Documentaries,This is the description for Show 202.
s203,Show 203,Movie,Director 3346,"Actor 1402, Actor 3903",Japan,21-Apr-2020,1970,NC-17,4 Seasons,Action & Adventure,This is the description for Show 203.
s204,Show 204,Movie,Director 1006,"Actor 1843, Actor 3294",Brazil,22-Aug-2021,1938,TV-Y7-FV,9 Seasons,Stand-Up Comedy,This is the description for Show 204.
s205,Show 205,TV Show,Director 3914,"Actor 1079, Actor 2114",United Kingdom,4-Jul-2021,2000,TV-NR,10 Seasons,Documentaries,This is the description for Show 205.
s206,Show 206,TV Show,Director 2013,"Actor 707, Actor 3182",France,14-Jun-2020,1948,TV-G,5 Seasons,Romantic Movies,This is the description for Show 206.
s207,Show 207,Movie,Director 465,"Actor 3, Actor 3366",United States,15-Sep-2020,1974,TV-G,6 Seasons,Documentaries,This is the description for Show 207.
s208,Show 208,TV Show,Director 4082,"Actor 502, Actor 3719",United Kingdom,3-Nov-2020,1930,TV-PG,125 min,"Comedies, Dramas",This is the description for Show 208.
s209,Show 209,TV Show,Director 2199,"Actor 5, Actor 3909",India,19-Sep-2021,1971,TV-M,104 min,Stand-Up Comedy,This is the description for Show 209.
s210,Show 210,TV Show,Director 733,"Actor 1998, Actor 2699",Canada,27-Sep-2020,1974,TV-Y7-FV,72 min,Children & Family Movies,This is the description for Show 210.
s211,Show 211,Movie,Director 4179,"Actor 1158, Actor 3441",France,20-Aug-2020,1988,R,154 min,Documentaries,This is the description for Show 211.
s212,Show 212,Movie,Director 901,"Actor 1366, Actor 3722",Japan,13-Feb-2020,1927,UR,2 Seasons,"Dramas, Independent Movies",This is the description for Show 212.
s213,Show 213,Movie,Director 2812,"Actor 725, Actor 2606",Japan,3-May-2021,1993,TV-NR,8 Seasons,Action & Adventure,This is the description for Show 213.
s214,Show 214,Movie,Director 1265,"Actor 819, Actor 2524",Canada,28-Jan-2020,1992,TV-NR,101 min,Stand-Up Comedy,This is the description for Show 214.
s215,Show 215,TV Show,Director 3076,"Actor 1660, Actor 2853",France,20-Nov-2020,2006,TV-G,1 Seasons,Romantic Movies,This is the description for Show 215.
s216,Show 216,Movie,Director 3121,"Actor 393, Actor 2535",South Korea,8-Feb-2020,1995,TV-13,4 Seasons,"Comedies, Dramas",This is the description for Show 216.
s217,Show 217,Movie,Director 3361,"Actor 578, Actor 2059",United States,3-Dec-2021,2010,TV-Y7-FV,108 min,"Dramas, International Movies",This is the description for Show 217.
s218,Show 218,Movie,Director 1853,"Actor 168, Actor 3809",France,28-Nov-2020,1976,TV-Y,105 min,Action & Adventure,This is the description for Show 218.
s219,Show 219,TV Show,Director 2195,"Actor 13, Actor 3264",France,3-Apr-2021,1976,TV-M,102 min,"Dramas, International Movies",This is the description for Show 219.
s220,Show 220,TV Show,Director 1508,"Actor 790, Actor 2984",Japan,21-May-2020,1935,NC-17,6 Seasons,Stand-Up Comedy,This is the description for Show 220.
s221,Show 221,TV Show,Director 3886,"Actor 691, Actor 3580",United Kingdom,24-Oct-2020,2003,TV-MA,138 min,Horror Movies,This is the description for Show 221.
s222,Show 222,Movie,Director 3168,"Actor 1768, Actor 3113",Germany,8-Jan-2021,2011,NC-17,2 Seasons,"Dramas, International Movies",This is the description for Show 222.
s223,Show 223,TV Show,Director 3369,"Actor 600, Actor 2362",Japan,19-Jan-2021,1982,TV-M,67 min,"Comedies, Dramas",This is the description for Show 223.
s224,Show 224,TV Show,Director 4485,"Actor 1467, Actor 3653",India,4-Sep-2021,1986,TV-M,2 Seasons,Documentaries,This is the description for Show 224.
s225,Show 225,Movie,Director 2343,"Actor 1484, Actor 3349",Germany,25-Sep-2020,1980,PG-13,119 min,Romantic Movies,This is the description for Show 225.
s226,Show 226,TV Show,Director 2298,"Actor 893, Actor 3073",India,26-Mar-2020,1935,TV-14,1 Seasons,Romantic Movies,This is the description for Show 226.
s227,Show 227,Movie,Director 535,"Actor 552, Actor 2274",United States,15-Aug-2021,1981,TV-14,150 min,Documentaries,This is the description for Show 227.
s228,Show 228,Movie,Director 1784,"Actor 1046, Actor 3265",Germany,4-May-2020,1931,TV-M,10 Seasons,"Comedies, Dramas",This is the description for Show 228.
s229,Show 229,Movie,Director 1735,"Actor 1938, Actor 3844",France,27-Apr-2021,1995,TV-G,4 Seasons,Children & Family Movies,This is the description for Show 229.
s230,Show 230,Movie,Director 1626,"Actor 1722, Actor 2044",South Korea,23-Jul-2021,2014,TV-PG,1 Seasons,Stand-Up Comedy,This is the description for Show 230.
s231,Show 231,Movie,Director 2329,"Actor 976, Actor 3194",Spain,22-Apr-2020,1973,UR,6 Seasons,"Dramas, Independent Movies",This is the description for Show 231.
s232,Show 232,Movie,Director 810,"Actor 664, Actor 3363",United Kingdom,14-Jun-2020,1946,PG-13,10 Seasons,Children & Family Movies,This is the description for Show 232.
s233,Show 233,TV Show,Director 762,"Actor 80, Actor 2767",Germany,13-Aug-2021,2021,TV-G,9 Seasons,Children & Family Movies,This is the description for Show 233.
s234,Show 234,TV Show,Director 3412,"Actor 1600, Actor 2514",Spain,23-Oct-2020,1955,UR,3 Seasons,"Dramas, Independent Movies",This is the description for Show 234.
s235,Show 235,Movie,Director 4354,"Actor 319, Actor 3013",France,5-Dec-2021,1991,TV-G,86 min,"Dramas, International Movies",This is the description for Show 235.
s236,Show 236,Movie,Director 209,"Actor 1734, Actor 2050",France,7-Feb-2021,1928,TV-Y,159 min,Stand-Up Comedy,This is the description for Show 236.
s237,Show 237,TV Show,Director 1022,"Actor 620, Actor 2871",Germany,26-Oct-2020,1979,Unrated,116 min,"Dramas, Independent Movies",This is the description for Show 237.
s238,Show 238,Movie,Director 4513,"Actor 1269, Actor 2839",Canada,13-Aug-2020,1983,NC-17,66 min,Thrillers,This is the description for Show 238.
s239,Show 239,TV Show,Director 2563,"Actor 1777, Actor 3459",France,5-Feb-2020,1996,PG-13,10 Seasons,"Dramas, Independent Movies",This is the description for Show 239.
s240,Show 240,TV Show,Director 1841,"Actor 1846, Actor 3324",South Korea,8-Dec-2020,1993,R,152 min,Action & Adventure,This is the description for Show 240.
s241,Show 241,Movie,Director 2147,"Actor 542, Actor 3272",Spain,3-Jan-2020,1939,UR,9 Seasons,Horror Movies,This is the description for Show 241.
s242,Show 242,TV Show,Director 3513,"Actor 1203, Actor 2198",France,28-Feb-2021,1983,PG-13,101 min,"Dramas, International Movies",This is the description for Show 242.
s243,Show 243,Movie,Director 4151,"Actor 1875, Actor 3430",Brazil,6-Dec-2020,2002,TV-Y7-FV,8 Seasons,Documentaries,This is the description for Show 243.
s244,Show 244,TV Show,Director 3052,"Actor 1758, Actor 2421",India,24-Apr-2020,2008,TV-Y7,8 Seasons,"Dramas, International Movies",This is the description for Show 244.
s245,Show 245,Movie,Director 2532,"Actor 1054, Actor 2791",India,18-Dec-2021,1987,PG-13,88 min,"Dramas, Independent Movies",This is the description for Show 245.
s246,Show 246,Movie,Director 3198,"Actor 211, Actor 2076",Japan,26-Sep-2020,1987,TV-Y7,132 min,Children & Family Movies,This is the description for Show 246.
s247,Show 247,TV Show,Director 3920,"Actor 844, Actor 2799",South Korea,15-Jul-2020,2013,TV-PG,89 min,Documentaries,This is the description for Show 247.
s248,Show 248,Movie,Director 778,"Actor 1332, Actor 3804",France,14-Jul-2020,1983,TV-14,4 Seasons,Stand-Up Comedy,This is the description for Show 248.
s249,Show 249,Movie,Director 7,"Actor 1912, Actor 3062",France,13-Jul-2020,1952,TV-M,5 Seasons,"Dramas, International Movies",This is the description for Show 249.
s250,Show 250,TV Show,Director 1297,"Actor 197, Actor 2207",India,9-May-2021,1995,TV-18,3 Seasons,Horror Movies,This is the description for Show 250.
s251,Show 251,Movie,Director 3426,"Actor 658, Actor 2124",United Kingdom,28-Apr-2021,1958,TV-M,9 Seasons,Action & Adventure,This is the description for Show 251.
s252,Show 252,TV Show,Director 411,"Actor 599, Actor 3734",France,26-Nov-2020,1962,UR,172 min,"Comedies, Dramas",This is the description for Show 252.
s253,Show 253,TV Show,Director 2358,"Actor 1826, Actor 2176",Germany,8-Nov-2021,1998,TV-Y7-FV,1 Seasons,Children & Family Movies,This is the description for Show 253.
s254,Show 254,Movie,Director 772,"Actor 1093, Actor 2562",Germany,6-Jun-2020,1949,UR,155 min,"Dramas, International Movies",This is the description for Show 254.
s255,Show 255,Movie,Director 894,"Actor 1775, Actor 2005",United States,27-May-2021,1971,NR,7 Seasons,"Dramas, International Movies",This is the description for Show 255.
s256,Show 256,Movie,Director 2561,"Actor 565, Actor 2922",South Korea,2-Feb-2021,2009,TV-NR,131 min,Stand-Up Comedy,This is the description for Show 256.
s257,Show 257,Movie,Director 1620,"Actor 1027, Actor 2228",United Kingdom,15-Feb-2021,1998,R,113 min,"Dramas, Independent Movies",This is the description for Show 257.
s258,Show 258,TV Show,Director 683,"Actor 604, Actor 2450",India,8-Jan-2021,1970,TV-PG,155 min,Children & Family Movies,This is the description for Show 258.
s259,Show 259,Movie,Director 1347,"Actor 81, Actor 3366",Brazil,12-Jan-2020,1962,NR,3 Seasons,"Dramas, Independent Movies",This is the description for Show 259.
s260,Show 260,TV Show,Director 2915,"Actor 1678, Actor 3267",Germany,20-Sep-2021,1956,TV-MA,4 Seasons,Horror Movies,This is the description for Show 260.
s261,Show 261,Movie,Director 608,"Actor 317, Actor 3389",United States,16-Mar-2020,1939,TV-MA,5 Seasons,Romantic Movies,This is the description for Show 261.
s262,Show 262,Movie,Director 168,"Actor 473, Actor 2089",South Korea,16-Jan-2020,2005,TV-G,2 Seasons,Thrillers,This is the description for Show 262.
s263,Show 263,Movie,Director 665,"Actor 1771, Actor 2981",South Korea,24-Apr-2021,1947,PG,4 Seasons,Documentaries,This is the description for Show 263.
s264,Show 264,Movie,Director 2728,"Actor 390, Actor 3443",Germany,26-Dec-2021,2010,UR,9 Seasons,"Dramas, Independent Movies",This is the description for Show 264.
s265,Show 265,Movie,Director 4039,"Actor 1872, Actor 2126",Japan,2-Aug-2020,1942,TV-Y,2 Seasons,Children & Family Movies,This is the description for Show 265.
s266,Show 266,Movie,Director 4475,"Actor 1489, Actor 2933",United States,22-May-2021,1928,TV-Y7-FV,7 Seasons,Action & Adventure,This is the description for Show 266.
s267,Show 267,TV Show,Director 2143,"Actor 63, Actor 2990",Canada,14-Aug-2020,2011,R,93 min,Action & Adventure,This is the description for Show 267.
s268,Show 268,TV Show,Director 2721,"Actor 1782, Actor 3063",United States,6-Dec-2020,1963,TV-Y7-FV,6 Seasons,"Comedies, Dramas",This is the description for Show 268.
s269,Show 269,Movie,Director 3032,"Actor 84, Actor 3970",Canada,9-Jan-2020,1943,Unrated,2 Seasons,Documentaries,This is the description for Show 269.
s270,Show 270,Movie,Director 2259,"Actor 1287, Actor 2945",South Korea,3-May-2020,1966,PG,64 min,"Dramas, International Movies",This is the description for Show 270.
s271,Show 271,TV Show,Director 1275,"Actor 821, Actor 2854",France,9-Jan-2021,1925,R,135 min,"Dramas, International Movies",This is the description for Show 271.
s272,Show 272,Movie,Director 2172,"Actor 682, Actor 3161",United States,27-Nov-2020,1948,TV-NR,146 min,"Comedies, Dramas",This is the description for Show 272.
s273,Show 273,Movie,Director 3689,"Actor 1004, Actor 2111",South Korea,6-Mar-2020,1956,TV-NR,8 Seasons,"Dramas, International Movies",This is the description for Show 273.
s274,Show 274,Movie,Director 4124,"Actor 780, Actor 2188",Germany,7-Jan-2020,1994,R,3 Seasons,Children & Family Movies,This is the description for Show 274.
s275,Show 275,TV Show,Director 1086,"Actor 894, Actor 2218",Japan,4-Dec-2021,1926,TV-MA,150 min,Thrillers,This is the description for Show 275.
s276,Show 276,Movie,Director 1373,"Actor 373, Actor 2587",France,19-Sep-2020,1947,UR,7 Seasons,Documentaries,This is the description for Show 276.
s277,Show 277,TV Show,Director 1297,"Actor 352, Actor 3154",Germany,14-Aug-2020,1962,NR,1 Seasons,"Dramas, Independent Movies",This is the description for Show 277.
s278,Show 278,TV Show,Director 4024,"Actor 1115, Actor 3076",United Kingdom,20-Dec-2021,1957,TV-18,161 min,Thrillers,This is the description for Show 278.
s279,Show 279,Movie,Director 3470,"Actor 1866, Actor 3272",South Korea,15-Feb-2020,1934,TV-Y,8 Seasons,Action & Adventure,This is the description for Show 279.
s280,Show 280,Movie,Director 1114,"Actor 966, Actor 2573",France,20-Sep-2021,2004,UR,9 Seasons,"Dramas, Independent Movies",This is the description for Show 280.
s281,Show 281,TV Show,Director 1838,"Actor 435, Actor 2679",India,19-Mar-2021,1930,TV-Y7,92 min,Action & Adventure,This is the description for Show 281.
s282,Show 282,Movie,Director 1360,"Actor 1405, Actor 3682",South Korea,9-Oct-2021,1974,NC-17,65 min,"Comedies, Dramas",This is the description for Show 282.
s283,Show 283,TV Show,Director 4462,"Actor 511, Actor 3564",France,7-May-2021,1948,UR,2 Seasons,Romantic Movies,This is the description for Show 283.
s284,Show 284,Movie,Director 3037,"Actor 1470, Actor 2410",France,15-Dec-2021,1968,TV-Y7,152 min,"Dramas, Independent Movies",This is the description for Show 284.
s285,Show 285,TV Show,Director 4121,"Actor 333, Actor 2180",France,18-Mar-2021,2020,R,61 min,Stand-Up Comedy,This is the description for Show 285.
s286,Show 286,Movie,Director 3947,"Actor 1574, Actor 3542",United States,19-Apr-2021,1970,TV-G,61 min,"Dramas, Independent Movies",This is the description for Show 286.
s287,Show 287,TV Show,Director 1386,"Actor 613, Actor 2628",Japan,13-Oct-2020,1957,NR,9 Seasons,Documentaries,This is the description for Show 287.
s288,Show 288,TV Show,Director 3661,"Actor 379, Actor 3105",France,16-May-2021,1983,R,141 min,"Dramas, Independent Movies",This is the description for Show 288.
s289,Show 289,Movie,Director 308,"Actor 503, Actor 3109",Japan,22-Nov-2021,1931,R,122 min,Horror Movies,This is the description for Show 289.
